obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,chamber
11,NA,1679590252,50,20230323 11:50:51,11:50:51,5,poa_pra31_t4_ch5,stan,1679590244,0.000554916,0.554915684,2.413707785,320.6810701,196.0475697,17.68689036,28.93099331,0.032967679,3.654277722,0.032803333,0.020516781,321.516618,20.95517992,20.01500714,2.348794748,37.2906149,0.849691852,2.278567555,1.499102896,-24.47178166,-96.4023383,-5.291499665,195.3509984,-40.52816902,0.550887425,2.413707785,284.7782958,299.4953212,-3.353923383,64.54220034,0.554915684,9.124264319,9.421071678,-6.84E-07,99.94564763,0,0,1,0,48855,2000.0075,1681.206,0.840599848,0.160757706,2.7,0.5,0: Broadleaf,2,TRUE,1679590244,320.6810714,298.8933929,9.418276429,9.123627857,322.8888929,9.624119286,500.0490357,90.1173,0.100040561,19.52567857,20.01500714,999.9,0,0,10001.65429,0,13.32505,21.78764286,323.7300357,301.6455714,0.294648286,298.8933929,9.123627857,0.848749714,0.822196714,4.549868214,4.096411071,2000.0075,0.980005679,0.019994221,0,2.382725,0,6783.505714,16749.56429,38.187,39.4865,38.616,38.312,36.7455,1960.0175,39.99,0,1679590258,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,21.635915,2.763750844,0.28503053,0,0.29419195,0.008587159,0.000937955,1,1,2,2-Jan,2.98291,2.71568,0.0714912,0.0659998,0.0545851,0.0519503,29459.9,29769.7,29489.8,29478.2,36948.8,37158.3,41532.6,41996.8,1.97255,1.85012,0.0104606,0,19.8254,999.9,54,29.8,25.2395,62.6069,33.2652,1,-0.0221214,6.1581,20.2373,5.22014,12.0159,4.99095,3.28845,9999,9999,9999,999.9,1.86737,1.86645,1.86593,1.86584,1.86767,1.87023,1.86876,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.151,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,908.9,908.8,0.700684,2.23755,1.39771,2.35229,1.49536,2.47681,34.8755,24.0262,18,530.57,410.408,13.4244,26.775,30.0009,26.6777,26.6186,13.9822,57.8737,0,13.4203,252.86,9.12095,100.837,100.872,5
12,NA,1679590257,55,20230323 11:50:56,11:50:56,5,poa_pra31_t4_ch5,stan,1679590249,0.000556565,0.5565654,2.328653398,303.2655172,183.6175589,16.56533165,27.35955046,0.033093863,3.653656908,0.032928232,0.020594957,321.5133521,20.95436996,20.0076037,2.347718256,37.29993216,0.849868505,2.278471985,1.497849751,-24.54453412,-95.06059407,-5.218522167,196.6897017,-40.69699362,0.552450155,2.328653398,268.1913974,282.8191333,-3.325553376,64.54220034,0.5565654,9.125679758,9.423291119,1.01E-05,99.94564763,0,0,1,0,48944,1999.987037,1681.188811,0.840599854,0.160757718,2.7,0.5,0: Broadleaf,2,TRUE,1679590249,303.2655185,281.3816296,9.420323333,9.124837778,305.4347037,9.626155185,500.0460741,90.11647407,0.100015796,19.5250037,20.0076037,999.9,0,0,9999.34963,0,13.31172222,21.8839,306.1495556,283.9728148,0.29548463,281.3816296,9.124837778,0.848926407,0.822298222,4.552842593,4.098168889,1999.987037,0.980005333,0.019994567,0,2.334518519,0,6782.954074,16749.37778,38.187,39.46733333,38.59466667,38.312,36.736,1959.997037,39.99,0,1679590264,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,21.809265,1.580438274,0.200501751,0,0.29496955,0.00886845,0.000962501,1,1,2,2-Jan,2.98288,2.71565,0.0681868,0.0626579,0.0545947,0.0519495,29565.2,29875.8,29490.3,29477.9,36948.6,37157.7,41532.8,41996.3,1.97222,1.84975,0.0110045,0,19.8287,999.9,54,29.8,25.2398,62.5569,33.0409,1,-0.0214837,6.13736,20.2382,5.21984,12.0159,4.99105,3.28842,9999,9999,9999,999.9,1.86737,1.86646,1.86597,1.86584,1.86768,1.87024,1.86876,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.114,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909,908.9,0.664062,2.23999,1.39771,2.35229,1.49536,2.43774,34.8755,24.035,18,530.43,410.253,13.4138,26.7846,30.0008,26.6862,26.6271,13.2367,57.8737,0,13.415,232.635,9.12095,100.838,100.871,5
13,NA,1679590262,60,20230323 11:51:01,11:51:01,5,poa_pra31_t4_ch5,stan,1679590254,0.000560779,0.560779464,1.854797728,287.7332847,191.8495808,17.30791035,25.95815887,0.033338658,3.655009906,0.033170636,0.020746673,321.5146437,20.95154559,20.0109,2.348197498,37.31116866,0.850048663,2.278268662,1.498148836,-24.73037437,-96.02825979,-5.269742781,195.4862667,-41.00058944,0.554233333,1.854797728,251.2670303,266.1985636,-3.335066768,64.54220034,0.560779464,9.126518283,9.426366643,1.25E-05,99.94564763,0,0,1,0,48845,1999.995,1681.195511,0.840599857,0.160757724,2.7,0.5,0: Broadleaf,2,TRUE,1679590254,287.7332857,265.6809643,9.422366786,9.125926071,289.8678929,9.628189286,500.0426786,90.11607143,0.099973243,19.52356786,20.0109,999.9,0,0,10004.61714,0,13.32064286,22.052375,290.4701786,268.1277857,0.296439821,265.6809643,9.125926071,0.849106679,0.822392607,4.555877857,4.099802143,1999.995,0.98000525,0.01999465,0,2.339835714,0,6782.376786,16749.44643,38.18257143,39.44825,38.5755,38.312,36.71625,1960.004643,39.99035714,0,1679590268,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,21.9456875,1.632485178,0.214449168,0,0.29590705,0.012173493,0.001263678,1,1,2,2-Jan,2.98275,2.71567,0.0648012,0.0591012,0.054608,0.0519565,29671.9,29988.8,29489.7,29477.6,36947.2,37156.8,41532,41995.6,1.97228,1.84955,0.011377,0,19.8317,999.9,54,29.8,25.2378,62.5969,33.3454,1,-0.0207673,6.13027,20.2387,5.22103,12.0159,4.99085,3.2885,9999,9999,9999,999.9,1.86737,1.86646,1.86596,1.86584,1.86768,1.87024,1.86877,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.077,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.1,909,0.631104,2.24121,1.39648,2.35229,1.49536,2.49512,34.8755,24.035,18,530.541,410.202,13.4084,26.7937,30.0008,26.6946,26.6359,12.5801,57.8737,0,13.4097,219.273,9.12095,100.836,100.87,5
14,NA,1679590267,65,20230323 11:51:06,11:51:06,5,poa_pra31_t4_ch5,stan,1679590259,0.000564687,0.564686837,1.850159823,270.2577027,175.6691612,15.84801531,24.38133239,0.033571853,3.655020722,0.03340148,0.02089116,321.5155821,20.94907633,20.01275556,2.348467312,37.32715236,0.850326034,2.278036176,1.498141278,-24.90268949,-96.71772189,-5.307568548,194.5876022,-41.15422789,0.557230737,1.850159823,234.5305252,249.4764606,-3.337613709,64.54220034,0.564686837,9.128519331,9.430398322,1.97E-05,99.94564763,0,0,1,0,48872,2000.000741,1681.200344,0.840599861,0.160757732,2.7,0.5,0: Broadleaf,2,TRUE,1679590259,270.2577037,248.117963,9.425537407,9.127498889,272.3532222,9.631344444,500.0501481,90.11514074,0.099984107,19.52192593,20.01275556,999.9,0,0,10004.76222,0,13.32832222,22.13979259,272.8291852,250.4034444,0.298036889,248.117963,9.127498889,0.849383556,0.822525852,4.560538148,4.10211,2000.000741,0.980005111,0.019994789,0,2.374162963,0,6781.452593,16749.48889,38.17781481,39.43933333,38.562,38.312,36.69866667,1960.01,39.99074074,0,1679590273,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.0915425,1.427742214,0.199873016,0,0.297148025,0.017471223,0.001749228,1,1,2,2-Jan,2.98266,2.71554,0.0613319,0.0555603,0.0546215,0.0519659,29781.7,30101,29489.5,29477,36946.5,37155.8,41531.8,41995,1.97225,1.84953,0.0106767,0,19.8339,999.9,54,29.8,25.2371,62.5769,33.4535,1,-0.0195706,6.2033,20.2356,5.21984,12.0159,4.99045,3.2884,9999,9999,9999,999.9,1.86737,1.86646,1.86593,1.86585,1.86768,1.87025,1.86876,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.04,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.1,909.1,0.594482,2.24365,1.39771,2.35352,1.49536,2.49756,34.8755,24.035,18,530.607,410.252,13.3974,26.8033,30.0011,26.7036,26.6448,11.8373,57.8737,0,13.3884,199.221,9.11974,100.835,100.868,5
15,NA,1679590272,70,20230323 11:51:11,11:51:11,5,poa_pra31_t4_ch5,stan,1679590264,0.000564242,0.564241903,1.673145916,254.7020348,168.8270295,15.23079466,22.97804091,0.033545632,3.654543699,0.033375502,0.020874902,321.5184834,20.948379,20.01443571,2.348711645,37.34082794,0.850585596,2.27789699,1.498126049,-24.88306791,-97.22981821,-5.336386363,194.0692109,-41.41061662,0.559317677,1.673145916,217.7554889,232.8138545,-3.340874557,64.54220034,0.564241903,9.130772928,9.432542797,3.01E-06,99.94564763,0,0,1,0,48855,2000.018929,1681.215621,0.840599855,0.16075772,2.7,0.5,0: Broadleaf,2,TRUE,1679590264,254.7020357,232.4190357,9.428387857,9.129228214,256.7626071,9.6341825,500.0405,90.11537857,0.100001661,19.52094286,20.01443571,999.9,0,0,10002.89429,0,13.32831071,22.28305714,257.1262143,234.5603214,0.299158964,232.4190357,9.129228214,0.849642643,0.822683821,4.564898214,4.104845,2000.018929,0.98000525,0.01999465,0,2.35575,0,6780.5225,16749.63929,38.16042857,39.437,38.562,38.312,36.687,1960.028214,39.99071429,0,1679590279,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.1949878,1.59275122,0.19828507,0,0.298405171,0.015314571,0.001605472,1,1,2,2-Jan,2.98301,2.71575,0.0577845,0.051908,0.0546332,0.0519741,29893.9,30217,29489.2,29476.6,36945.5,37154.6,41531.3,41994.1,1.97213,1.84915,0.0103563,0,19.836,999.9,54,29.8,25.2362,62.6769,32.8806,1,-0.0185391,6.21672,20.235,5.22043,12.0159,4.99055,3.28858,9999,9999,9999,999.9,1.86737,1.86646,1.86597,1.86585,1.86768,1.87024,1.86876,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.002,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.2,909.1,0.560303,2.25098,1.39648,2.35352,1.49536,2.41089,34.8985,24.035,18,530.606,410.098,13.3804,26.8129,30.0011,26.7126,26.6532,11.1658,57.8737,0,13.3754,185.8,9.11546,100.834,100.866,5
16,NA,1679590277,75,20230323 11:51:16,11:51:16,5,poa_pra31_t4_ch5,stan,1679590269,0.000569349,0.569348713,1.542919813,237.2376658,158.6747678,14.31501434,21.40265042,0.033866855,3.65349481,0.033693411,0.021073891,321.5211171,20.94821219,20.01183333,2.34833321,37.35338821,0.850899016,2.277970103,1.497434194,-25.10827823,-96.58761431,-5.302604674,194.5226199,-41.52802496,0.562489748,1.542919813,201.0956987,216.1783758,-3.331095368,64.54220034,0.569348713,9.132209849,9.43665035,1.11E-05,99.94564763,0,0,1,0,48857,2000.035556,1681.229578,0.840599845,0.160757701,2.7,0.5,0: Broadleaf,2,TRUE,1679590269,237.2376667,214.8864074,9.43178963,9.130934444,239.2587407,9.637567778,500.0405926,90.11609259,0.099979759,19.52145926,20.01183333,999.9,0,0,9998.766296,0,13.31472963,22.35128889,239.4965185,216.8666296,0.300854037,214.8864074,9.130934444,0.849955926,0.822844185,4.570168519,4.10762037,2000.035556,0.980005444,0.019994456,0,2.3596,0,6779.391481,16749.77778,38.14337037,39.437,38.562,38.312,36.687,1960.045185,39.99037037,0,1679590283,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.30342683,1.000225087,0.143771994,0,0.299956488,0.017165185,0.00184659,1,1,2,2-Jan,2.98282,2.71552,0.0541572,0.048202,0.0546503,0.0519733,30008.8,30335.1,29489.1,29476.6,36944.9,37154.7,41531.4,41994.2,1.97208,1.84883,0.0103638,0,19.8389,999.9,54,29.8,25.2361,62.5069,33.3053,1,-0.0177337,6.21279,20.2353,5.22058,12.0159,4.9907,3.28858,9999,9999,9999,999.9,1.86737,1.86646,1.86596,1.86586,1.86768,1.87026,1.86879,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.965,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.3,909.2,0.522461,2.24854,1.39648,2.35474,1.49536,2.51709,34.8985,24.035,18,530.65,409.976,13.3684,26.8223,30.0009,26.721,26.6621,10.4014,57.8737,0,13.3668,165.664,9.10846,100.834,100.866,5
17,NA,1679590282,80,20230323 11:51:21,11:51:21,5,poa_pra31_t4_ch5,stan,1679590274,0.000572302,0.572302305,1.410681287,221.6858921,150.1176646,13.54319014,19.99987273,0.034066534,3.652983406,0.03389102,0.021197581,321.5208204,20.94764964,20.00689643,2.347615438,37.36544878,0.851167216,2.277952611,1.496448222,-25.23853165,-95.62615294,-5.250419748,195.405716,-41.6778677,0.565769399,1.410681287,184.3430634,199.5185879,-3.335441774,64.54220034,0.572302305,9.132672679,9.438709091,8.26E-06,99.94564763,0,0,1,0,48859,2000.033571,1681.227921,0.840599851,0.160757712,2.7,0.5,0: Broadleaf,2,TRUE,1679590274,221.6858929,199.2496786,9.434648214,9.132043571,223.6716429,9.640412857,500.0469286,90.1172,0.099965136,19.52133571,20.00689643,999.9,0,0,9996.669643,0,13.30351429,22.43628929,223.7974286,201.0860357,0.302603786,199.2496786,9.132043571,0.850224,0.822954214,4.574675714,4.109523929,2000.033571,0.98000525,0.01999465,0,2.306003571,0,6778.242857,16749.77143,38.12942857,39.437,38.562,38.30757143,36.687,1960.042857,39.99071429,0,1679590288,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.38011951,0.606365854,0.085730904,0,0.301428854,0.022843819,0.002417835,1,1,2,2-Jan,2.98286,2.71556,0.050435,0.0443111,0.0546571,0.0519771,30126,30458.4,29488.3,29476,36943.4,37153.7,41530.1,41993.4,1.97178,1.84883,0.00970066,0,19.8415,999.9,54,29.8,25.2358,62.5769,32.9688,1,-0.0169461,6.23263,20.2346,5.22043,12.0159,4.9907,3.2885,9999,9999,9999,999.9,1.86737,1.86646,1.86598,1.86584,1.86768,1.87024,1.86881,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.927,-0.2057,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.4,909.3,0.488281,2.26074,1.39648,2.35596,1.49536,2.43042,34.8985,24.0262,18,530.532,410.036,13.3578,26.8317,30.0009,26.73,26.6705,9.72416,57.8737,0,13.3548,152.29,9.10743,100.831,100.864,5
18,NA,1679590287,85,20230323 11:51:26,11:51:26,5,poa_pra31_t4_ch5,stan,1679590279,0.000572122,0.572122223,1.310244693,204.2246659,137.8121864,12.43316717,18.42478143,0.034073861,3.654629246,0.033898349,0.021202162,321.5202357,20.94710697,20.00338889,2.347105597,37.37700983,0.851432209,2.277956993,1.495673388,-25.23059004,-94.97205367,-5.212064763,196.1055272,-41.853412,0.568997056,1.310244693,167.4696441,182.7747394,-3.350979866,64.54220034,0.572122223,9.134074007,9.440061399,2.80E-06,99.94564763,0,0,1,0,48985,2000.02963,1681.224633,0.840599863,0.160757736,2.7,0.5,0: Broadleaf,2,TRUE,1679590279,204.2246667,181.6881481,9.437477407,9.13314,206.1704074,9.643228889,500.0349259,90.11832222,0.099876174,19.52136667,20.00338889,999.9,0,0,10002.89778,0,13.3037,22.53653333,206.1705556,183.3629259,0.304337,181.6881481,9.13314,0.85048963,0.823063296,4.579141111,4.111410741,2000.02963,0.980004889,0.019995011,0,2.258703704,0,6776.828519,16749.74444,38.125,39.437,38.562,38.30740741,36.687,1960.038148,39.99148148,0,1679590294,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.4859,1.238325704,0.138894339,0,0.303094925,0.021593212,0.002304054,1,1,2,2-Jan,2.98279,2.71551,0.0466071,0.0404133,0.0546621,0.0519856,30246.9,30582.4,29487.8,29475.8,36942.6,37152.8,41529.5,41992.9,1.97187,1.8486,0.0096038,0,19.8445,999.9,54,29.8,25.2391,62.3469,33.1891,1,-0.0172586,5.89147,20.2477,5.21984,12.0159,4.9889,3.2885,9999,9999,9999,999.9,1.86737,1.86646,1.86596,1.86585,1.86768,1.87026,1.86884,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.888,-0.2057,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.5,909.4,0.450439,2.2644,1.39648,2.35474,1.49536,2.45239,34.8985,24.035,18,530.677,409.967,13.3833,26.8413,30.0001,26.7387,26.6788,8.95632,57.8737,0,13.4259,132.253,9.10219,100.83,100.863,5
19,NA,1679590292,90,20230323 11:51:31,11:51:31,5,poa_pra31_t4_ch5,stan,1679590284,0.000578928,0.578927569,1.009508372,188.6354994,137.2005755,12.37805853,17.01845087,0.034491127,3.654325077,0.034311288,0.021460635,321.5203901,20.94500631,20.00215714,2.346926578,37.38918791,0.851668848,2.277847943,1.495257731,-25.5307058,-94.8732267,-5.2070211,195.9094365,-42.05783295,0.571499203,1.009508372,150.6684079,166.0858242,-3.340267445,64.54220034,0.578927569,9.135530716,9.44507049,1.32E-05,99.94564763,0,0,1,0,48757,2000.030357,1681.225264,0.840599873,0.160757755,2.7,0.5,0: Broadleaf,2,TRUE,1679590284,188.6355,165.98475,9.440047143,9.134381429,190.54525,9.645786429,500.05,90.118725,0.099982061,19.52059643,20.00215714,999.9,0,0,10001.67893,0,13.31355714,22.65076071,190.43325,167.515,0.305665036,165.98475,9.134381429,0.850724964,0.82317875,4.583095714,4.113408929,2000.030357,0.980004607,0.019995293,0,2.193746429,0,6775.4875,16749.75357,38.125,39.437,38.55535714,38.30757143,36.68257143,1960.038214,39.99214286,0,1679590298,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.5845561,1.435825087,0.156232425,0,0.304755341,0.015978439,0.001866609,1,1,2,2-Jan,2.98281,2.71565,0.0426968,0.0363767,0.054684,0.0519915,30370.7,30710.6,29487.7,29475.4,36941.5,37152.1,41529.3,41992.4,1.97187,1.8483,0.00938028,0,19.8466,999.9,54,29.8,25.2379,62.5669,33.2933,1,-0.016875,5.99567,20.2442,5.22028,12.0159,4.99055,3.2885,9999,9999,9999,999.9,1.86737,1.86646,1.86595,1.86585,1.86768,1.87025,1.86883,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.85,-0.2057,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.6,909.5,0.41626,2.26318,1.39648,2.35474,1.49536,2.50977,34.8985,24.035,18,530.758,409.859,13.423,26.851,30.0003,26.7474,26.6878,8.27101,57.8737,0,13.4262,118.895,9.09278,100.829,100.862,5
20,NA,1679590297,95,20230323 11:51:36,11:51:36,5,poa_pra31_t4_ch5,stan,1679590289,0.00058278,0.582779586,0.77034395,171.1474811,131.4184825,11.8565452,15.4408863,0.034730915,3.65265489,0.034548491,0.021609117,321.518602,20.9439201,20.00167037,2.346855836,37.40434166,0.851967538,2.277723655,1.494888298,-25.70057976,-94.90688903,-5.211213961,195.6999192,-42.27851877,0.573796545,0.77034395,133.9036611,149.422103,-3.334087933,64.54220034,0.582779586,9.137419092,9.449033916,1.10E-05,99.94564763,0,0,1,0,48753,2000.019259,1681.215933,0.840599872,0.160757753,2.7,0.5,0: Broadleaf,2,TRUE,1679590289,171.1474815,148.3723704,9.443246667,9.136352963,173.0166667,9.648970741,500.0495926,90.11974074,0.100028789,19.51971852,20.00167037,999.9,0,0,9995.12,0,13.34393333,22.7751,172.779037,149.7405185,0.306892407,148.3723704,9.136352963,0.851022889,0.823365704,4.588101111,4.116644074,2000.019259,0.980004444,0.019995456,0,2.191407407,0,6773.678889,16749.66296,38.125,39.437,38.53903704,38.30511111,36.67322222,1960.027407,39.99185185,0,1679590303,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.70127073,1.434648084,0.154551719,0,0.306412293,0.014529596,0.001673625,1,1,2,2-Jan,2.98271,2.71547,0.0387041,0.0322553,0.0547009,0.0520035,30497.1,30840.8,29487.4,29474.4,36940.6,37150.4,41529.1,41991.2,1.97167,1.84802,0.00929087,0,19.8491,999.9,54,29.8,25.2381,62.3669,33.1851,1,-0.0160544,6.06495,20.2414,5.22058,12.0159,4.99035,3.28845,9999,9999,9999,999.9,1.86737,1.86646,1.86598,1.86585,1.86768,1.87025,1.86881,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.812,-0.2057,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.6,909.6,0.378418,2.27661,1.39648,2.35474,1.49536,2.4707,34.8985,24.0262,18,530.707,409.762,13.433,26.8609,30.0008,26.7564,26.6962,7.50431,57.8737,0,13.4249,98.8591,9.08251,100.828,100.859,5
21,NA,1679590302,100,20230323 11:51:41,11:51:41,5,poa_pra31_t4_ch5,stan,1679590294,0.000583992,0.58399154,0.538714356,155.5552497,126.8721098,11.44648632,14.03429832,0.03480784,3.650043341,0.034624479,0.021656693,321.5174987,20.94370551,20.00278571,2.347017932,37.42095999,0.852297399,2.277593623,1.494720533,-25.75402691,-95.23925895,-5.233210869,195.291002,-42.47781308,0.577312137,0.538714356,117.0369089,132.7129273,-3.340694216,64.54220034,0.58399154,9.139948884,9.45222979,7.35E-06,99.94564763,0,0,1,0,48877,2000.0125,1681.210243,0.840599868,0.160757745,2.7,0.5,0: Broadleaf,2,TRUE,1679590294,155.55525,132.6686071,9.446808929,9.138044286,157.3880714,9.652516071,500.0629643,90.12055714,0.100109432,19.5188,20.00278571,999.9,0,0,9984.953214,0,13.36148929,22.88663214,157.0386071,133.8920714,0.308763429,132.6686071,9.138044286,0.851351571,0.823525536,4.5936225,4.119408929,2000.0125,0.980004393,0.019995507,0,2.217692857,0,6771.981071,16749.60357,38.125,39.437,38.52435714,38.29207143,36.66485714,1960.021071,39.99142857,0,1679590309,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,22.81336098,1.296058537,0.137764247,0,0.307457683,0.020291895,0.002135003,1,1,2,2-Jan,2.9827,2.71557,0.0346151,0.0280727,0.0547145,0.0520019,30625.8,30973.7,29486.5,29474.1,36938.7,37149.7,41527.7,41990.4,1.97143,1.84792,0.00897795,0,19.8521,999.9,54,29.8,25.2381,62.6469,33.117,1,-0.0148298,6.0866,20.2404,5.22058,12.0159,4.9907,3.28845,9999,9999,9999,999.9,1.86738,1.86646,1.86597,1.86586,1.86768,1.87027,1.86882,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.773,-0.2057,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,909.7,909.6,0.343018,2.27783,1.39648,2.35352,1.49536,2.44263,34.9214,24.0437,18,530.624,409.769,13.4348,26.8699,30.001,26.7654,26.7051,6.81603,57.8737,0,13.4291,85.5016,9.07254,100.825,100.857,5
