"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
11,1677878683.1,50,"20230303 15:24:43","15:24:43",5,"pas_smi22_t3_ch4","gibson",1677878680.3,0.00322462408114245,3.22462408114245,-1.46072621041965,419.688200677457,420.611939592038,37.5110046002264,37.4286237369826,0.187688979339713,3.83714160256628,0.182733878633845,0.114642974219108,0,27.9440153386693,27.59792,3.70679339607869,55.6224292792277,2.18502355551369,3.9283137824577,1.521769840565,-142.205921978382,206.114978637352,11.720051360052,75.6291080190222,-1.46072621041965,3.22462408114245,-1.37245256447779,429.615008770262,430.216018181818,0.00235382314551123,67.4057187773093,3.09941266665002,23.1295863391716,24.4887363636364,-0.00525704384025328,111.245031339109,1,0,1,0,46936,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878680.3,419.6882,419.6414,24.50073,23.12988,419.1052,24.29331,500.2333,89.08201,0.09996766,28.59428,27.59792,999.9,0,0,10014.688,0,0.222567,0.04713438,430.2293,429.5773,1.370862,419.6414,23.12988,2.182575,2.060456,18.83497,17.91672,0,0,0,0,1.6,0,-8.52,-1.55,38.2374,43.3183,40.937,42.062,39.2374,0,0,0,1677878685.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0590120658536585,0.351572276655052,0.0519824529092064,0,1.43109707317073,-0.451316445993033,0.0446824683928448,0,0,2,"0/2",2.85122,2.71024,0.0896329,0.0896384,0.10254,0.0982211,25906.7,22268.1,25469.1,23825.7,39042.1,35553.1,46081.8,42491.5,1.75692,1.84775,0.0424683,0,26.9049,999.9,53.443,30.827,26.8001,53.438,44.0905,1,0.0765727,0.259009,20.247,5.23451,11.992,4.95725,3.304,9999,9999,9999,999.9,1.86844,1.86415,1.87174,1.86261,1.86202,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2069,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40649,40649,1.05591,2.3877,1.44775,2.30713,1.44409,2.36206,36.5287,24.2013,18,418.473,459.358,28.106,28.4811,30.0003,28.3017,28.2831,21.1972,25.7021,100,28.0179,419.656,23.3,97.5013,99.9087,NA,4
12,1677878688.1,55,"20230303 15:24:48","15:24:48",5,"pas_smi22_t3_ch4","gibson",1677878685.6,0.00312312233017363,3.12312233017363,-1.39040621470046,419.642445096238,420.352469867554,37.4882927742351,37.4249706376661,0.181339932324984,3.82966429546278,0.176701154583161,0.110845113863713,0,27.9555491758855,27.5987777777778,3.70697931562948,55.5897367630074,2.18275482590857,3.92654283508157,1.52422448972091,-137.729694760657,203.932225862625,11.6181764491585,77.8207075511263,-1.39040621470046,3.12312233017363,-1.59913991915386,429.496250363552,430.198175757576,0.00238476419307226,67.4057187773093,3.07478605999252,23.1471109193511,24.4669375757576,-0.0016177358384913,111.245031339109,1,0,1,0,46561,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878685.6,419.642444444444,419.607666666667,24.4750111111111,23.1474222222222,419.059444444444,24.2686222222222,500.288222222222,89.0828444444444,0.100151877777778,28.5865111111111,27.5987777777778,999.9,0,0,9987.70666666667,0,0.222567,0.0349088111111111,430.170777777778,429.550555555555,1.32758,419.607666666667,23.1474222222222,2.18030222222222,2.06203777777778,18.8183222222222,17.9289222222222,0,0,0,0,-1.13333333333333,0,-9.68888888888889,-1.94444444444444,38.222,43.312,40.9232222222222,42.0482222222222,39.187,0,0,0,1677878690.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0167273219512195,0.627968966550522,0.080237648424462,0,1.39428292682927,-0.413153728222996,0.0409030601302523,0,0,2,"0/2",2.85168,2.71007,0.0896284,0.0896672,0.102471,0.0983456,25906.8,22267.1,25469.2,23825.4,39045,35548,46081.6,42491.3,1.75713,1.84795,0.0421703,0,26.9079,999.9,53.467,30.827,26.8122,54.438,43.1971,1,0.0771367,0.37802,20.2465,5.23496,11.992,4.9572,3.304,9999,9999,9999,999.9,1.86844,1.86416,1.87177,1.86261,1.86202,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2059,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40649.1,40649.1,1.05591,2.38037,1.44775,2.30713,1.44409,2.41211,36.5051,24.2013,18,418.605,459.507,27.9998,28.4841,30.0006,28.3048,28.286,21.1938,25.1025,100,27.9181,419.656,23.3647,97.5011,99.9079,NA,4
13,1677878922.1,289,"20230303 15:28:42","15:28:42",5,"pas_smi22_t3_ch4","gibson",1677878919.1,0.00434573824634792,4.34573824634792,-2.36030689392986,419.887910204919,425.864207184212,37.9793237143909,37.4463469726012,0.142376922653839,3.8393687727926,0.139507464050003,0.0874451577635376,0,33.9260804728857,33.5083545454545,5.19821852107764,45.4848443920345,2.54069052320916,5.58579579015576,2.65752799786848,-191.647056663943,267.142539818292,16.116229623979,91.611712778328,-2.36030689392986,4.34573824634792,-3.5778300232009,431.144076877532,432.348515151515,0.0847283818127122,67.4057187773093,4.36856779496889,26.649320944329,28.4830284848485,0.00200875568076869,111.245031339109,0,0,1,0,46084,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878919.1,419.887909090909,419.654545454545,28.4889,26.6493272727273,419.304818181818,28.2081454545455,500.323454545455,89.0818454545455,0.0999244,34.7989727272727,33.5083545454545,999.9,0,0,10022.72,0,0.222567,0.233426109090909,432.200727272727,431.144181818182,1.83958272727273,419.654545454545,26.6493272727273,2.53784363636364,2.37396909090909,21.2712636363636,20.1873181818182,0,0,0,0,3.54545454545455,0,-14.8727272727273,-3.02727272727273,37.625,42.625,40.2385454545455,41.5,39,0,0,0,1677878924.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.286624075609756,-0.509003600696864,0.120302016776765,0,1.88381780487805,-0.0626057142857141,0.0318676201987638,1,1,2,"1/2",2.84963,2.71035,0.0896896,0.0896571,0.113916,0.108309,25891,22259,25455.8,23816.9,38523.3,35143.9,46060.2,42478.2,1.7573,1.85145,0.23111,0,29.8459,999.9,53.443,30.857,26.8452,53.838,43.8301,1,0.103326,-6.66667,20.1284,5.23766,11.992,4.9569,3.30395,9999,9999,9999,999.9,1.86844,1.86415,1.87175,1.8625,1.86196,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2709,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653,40653,1.05957,2.37671,1.44897,2.30591,1.44409,2.43774,36.6233,24.1313,18,419.665,462.892,43.5722,28.6801,30.0005,28.4448,28.4321,21.2452,0,100,155.089,419.656,27.9086,97.4537,99.8753,NA,4
14,1677878927.1,294,"20230303 15:28:47","15:28:47",5,"pas_smi22_t3_ch4","gibson",1677878924.6,0.00437526923420145,4.37526923420145,-2.6078058150985,420.006890124389,428.6833807642,38.2306158425387,37.4568336167835,0.140941588685879,3.83411682495026,0.138125308351496,0.0865766622117183,0,34.0825661108707,33.6637555555555,5.2436112565135,45.0978285401469,2.54200000307717,5.63663503402217,2.70161125343633,-192.949373228284,268.445365047409,16.2422778565522,91.7382696756777,-2.6078058150985,4.37526923420145,-2.34565072626548,431.190635908544,432.264212121212,-0.00503880524791379,67.4057187773093,4.51100803154074,26.6517163409839,28.5169242424242,0.00571227216685665,111.245031339109,0,0,1,0,45996,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878924.6,420.006888888889,419.671333333333,28.5036777777778,26.6517333333333,419.423777777778,28.2328333333333,500.350666666667,89.0813111111111,0.100163044444444,34.9624444444445,33.6637555555555,999.9,0,0,10003.8866666667,0,0.222567,0.335530444444444,432.329888888889,431.162444444444,1.85195444444444,419.671333333333,26.6517333333333,2.53914555555556,2.37417111111111,21.2796222222222,20.1886777777778,0,0,0,0,1.31111111111111,0,-13.4777777777778,-2.85555555555556,37.625,42.611,40.187,41.458,39,0,0,0,1677878929.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.288450643902439,-0.0651210710801399,0.111526630770192,1,1.87672536585366,-0.237171637630661,0.0361693100669588,0,1,2,"1/2",2.84994,2.71033,0.0896724,0.0896351,0.113987,0.108318,25890.8,22259,25455.1,23816.2,38520.1,35142.8,46060.1,42477.4,1.75745,1.8512,0.233315,0,29.9467,999.9,53.443,30.857,26.8447,53.968,42.9167,1,0.103775,-6.66667,20.1287,5.23885,11.992,4.9572,3.304,9999,9999,9999,999.9,1.86844,1.86415,1.87174,1.86249,1.86196,1.86844,1.85852,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2708,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653.1,40653,1.05957,2.39868,1.44775,2.30591,1.44409,2.2644,36.6469,24.1138,18,419.778,462.767,43.7063,28.6882,30.0005,28.449,28.4364,21.2491,0,100,156.039,419.656,27.9086,97.4526,99.8732,NA,4
15,1677878932.1,299,"20230303 15:28:52","15:28:52",5,"pas_smi22_t3_ch4","gibson",1677878929.3,0.00441354784686824,4.41354784686824,-3.20855942923725,420.168901534971,435.485904495731,38.8370053730554,37.4710219505265,0.140321992705938,3.82696803780662,0.13752505191895,0.0861998080962727,0,34.2147214835703,33.78815,5.28019500832096,44.7759909777797,2.5436868037491,5.68091682216796,2.73650820457186,-194.637460046889,271.44218810386,16.4756334991708,93.2803615561419,-3.20855942923725,4.41354784686824,-3.65449548504701,431.020880372058,432.504624242424,0.0324908770253635,67.4057187773093,4.43242072758108,26.654627634431,28.5253563636364,0.000700647008681579,111.245031339109,0,0,1,0,45668,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878929.3,420.1689,419.5789,28.52279,26.65463,419.5854,28.25194,500.3373,89.08074,0.10011516,35.10379,33.78815,999.9,0,0,9978.253,0,0.222567,0.5898162,432.5051,431.0688,1.868153,419.5789,26.65463,2.540832,2.374415,21.29044,20.19034,0,0,0,0,3.08,0,-16.95,-3.07,37.625,42.625,40.187,41.4559,39,0,0,0,1677878934.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.339039082926829,1.14906125644599,0.174606567256532,0,1.86985609756098,-0.177902090592333,0.0348774964053138,0,0,2,"0/2",2.84928,2.70989,0.0896983,0.0896557,0.114009,0.108319,25890.3,22258.6,25455.4,23816.4,38518.1,35142.8,46058.9,42477.4,1.75727,1.85135,0.234954,0,30.0505,999.9,53.443,30.847,26.8309,54.368,44.0825,1,0.104141,-6.66667,20.1288,5.23885,11.992,4.95725,3.304,9999,9999,9999,999.9,1.86844,1.86413,1.87175,1.86249,1.86199,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2709,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653.2,40653.1,1.05835,2.36694,1.44775,2.30591,1.44409,2.48047,36.6469,24.1313,18,419.705,462.901,43.8383,28.6973,30.0004,28.4528,28.4412,21.2476,0,100,156.895,419.656,27.9086,97.4514,99.8735,NA,4
16,1677878937.1,304,"20230303 15:28:57","15:28:57",5,"pas_smi22_t3_ch4","gibson",1677878934.6,0.00443943908832744,4.43943908832744,-2.62412504893566,419.987001246588,428.653763695783,38.2299121970879,37.4569583692502,0.139041057693313,3.83046019349216,0.136296860015418,0.0854275816787694,0,34.3633053564126,33.9281777777778,5.32164183811253,44.41829888625,2.54480244649155,5.729175835861,2.77683939162098,-195.77926379524,274.359339565295,16.6613078768713,95.2413836469267,-2.62412504893566,4.43943908832744,-2.83500859434833,431.187137408631,432.40266060606,0.0114603073158941,67.4057187773093,4.60671138087788,26.6542060022827,28.5502478787879,0.00698971428191938,111.245031339109,0,0,1,0,45935,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878934.6,419.987,419.656,28.5336555555556,26.6543888888889,419.404,28.2628111111111,500.292444444444,89.0861111111111,0.0998833555555556,35.2567444444444,33.9281777777778,999.9,0,0,9990.20111111111,0,0.222567,0.330969888888889,432.322777777778,431.148,1.87925777777778,419.656,26.6543888888889,2.54195222222222,2.37453777777778,21.2976444444444,20.1911444444444,0,0,0,0,-0.277777777777778,0,-15.6,-3.12222222222222,37.625,42.562,40.187,41.451,39,0,0,0,1677878939.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.372813834146342,0.788576038327526,0.165983269461171,0,1.8586056097561,0.15087763066202,0.0224541850136717,0,0,2,"0/2",2.84973,2.71024,0.0897164,0.0896406,0.114113,0.108337,25889.5,22258.9,25455.1,23816.4,38513.9,35142,46059.2,42477.3,1.7568,1.85025,0.236496,0,30.1549,999.9,53.467,30.857,26.8538,53.748,42.8566,1,0.104647,-6.66667,20.129,5.23855,11.992,4.95735,3.304,9999,9999,9999,999.9,1.86843,1.8641,1.8717,1.8625,1.86198,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.584,0.2708,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653.2,40653.2,1.05957,2.40112,1.44897,2.30591,1.44409,2.30957,36.6469,24.1225,18,419.472,462.245,43.9685,28.706,30.0006,28.4576,28.4461,21.2547,0,100,157.659,419.656,27.9086,97.4515,99.8733,NA,4
17,1677878942.1,309,"20230303 15:29:02","15:29:02",5,"pas_smi22_t3_ch4","gibson",1677878939.3,0.00448151359325726,4.48151359325726,-2.7350637756517,419.986901300538,429.747732520472,38.3288149001142,37.4582551163409,0.138558533433745,3.83479372597883,0.135836162923995,0.0851377409220446,0,34.4893913495515,34.05255,5.35869173169224,44.1223845898247,2.54656562816497,5.77159564660575,2.81212610352726,-197.634749462645,276.562104745133,16.797206617322,95.7245618998093,-2.7350637756517,4.48151359325726,-2.87444350968474,431.005500804584,432.343018181818,-0.0108650064201464,67.4057187773093,4.52878220210102,26.6565039014576,28.5621575757576,0.00144578565153164,111.245031339109,0,0,1,0,45821,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878939.3,419.9869,419.6153,28.55243,26.6556,419.4035,28.28158,500.348,89.08912,0.09998328,35.39027,34.05255,999.9,0,0,10005.444,0,0.222567,0.3713258,432.3307,431.1067,1.896822,419.6153,26.6556,2.543711,2.374726,21.30891,20.19244,0,0,0,0,0.87,0,-12.33,-2.89,37.625,42.562,40.187,41.437,39,0,0,0,1677878944.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.422826243902439,0.12809786759582,0.143199850775535,0,1.86903780487805,0.190889686411149,0.0194015368403332,0,0,2,"0/2",2.8492,2.71034,0.0896885,0.0896849,0.114124,0.108311,25889.8,22257.8,25454.7,23816.4,38512.7,35143.2,46058.3,42477.6,1.75707,1.85172,0.238255,0,30.2596,999.9,53.443,30.857,26.8458,54.598,43.742,1,0.105038,-6.66667,20.129,5.23796,11.992,4.9574,3.304,9999,9999,9999,999.9,1.86843,1.86412,1.8717,1.86249,1.86197,1.86844,1.85851,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2708,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653.3,40653.3,1.05835,2.38037,1.44775,2.30591,1.44409,2.49268,36.6233,24.1225,18,419.655,463.212,44.0968,28.7152,30.0005,28.4617,28.4503,21.244,0,100,158.331,419.656,27.9086,97.4497,99.8737,NA,4
18,1677878947.1,314,"20230303 15:29:07","15:29:07",5,"pas_smi22_t3_ch4","gibson",1677878944.6,0.00453255375277359,4.53255375277359,-2.66533465832841,420.104779041177,428.841296642246,38.2438503364093,37.4647321073284,0.138096958024949,3.8399203493498,0.135396038984158,0.0848607914001147,0,34.6321516738823,34.1914,5.40031928789432,43.7782817034171,2.54796221933857,5.82015127181132,2.85235706855575,-199.885620497315,279.612022787349,16.9838135555998,96.7102158456335,-2.66533465832841,4.53255375277359,-2.84755943131851,431.328236544284,432.48103030303,0.0260740683959032,67.4057187773093,4.56372367458885,26.652270800591,28.5777921212121,0.000799483207608379,111.245031339109,0,0,1,0,45876,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878944.6,420.104777777778,419.773111111111,28.5711666666667,26.6526555555556,419.521666666667,28.3003333333333,500.318,89.0796777777778,0.0998173777777778,35.5420666666667,34.1914,999.9,0,0,10024.9488888889,0,0.222567,0.331804222222222,432.460666666667,431.267555555556,1.91851,419.773111111111,26.6526555555556,2.54511,2.37421111111111,21.3179,20.1889444444444,0,0,0,0,3.17777777777778,0,-16.5666666666667,-2.81111111111111,37.625,42.562,40.187,41.437,39,0,0,0,1677878949.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.401207195121951,-0.764155233449478,0.167338895600926,0,1.88647682926829,0.19524773519164,0.0198576988128429,0,0,2,"0/2",2.84921,2.71047,0.089717,0.0896378,0.114157,0.108313,25888.5,22259,25454.2,23816.5,38509.8,35143.1,46056.6,42477.5,1.75672,1.85145,0.240274,0,30.3635,999.9,53.443,30.857,26.8473,54.728,43.4575,1,0.10545,-6.66667,20.1291,5.23811,11.992,4.9573,3.304,9999,9999,9999,999.9,1.86844,1.86413,1.87174,1.86251,1.862,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2709,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653.4,40653.4,1.05957,2.38403,1.44775,2.30591,1.44409,2.42188,36.6469,24.1225,18,419.491,463.077,44.2215,28.7244,30.0004,28.4665,28.4552,21.2479,0,100,158.911,419.656,27.9086,97.4467,99.8738,NA,4
19,1677878952.1,319,"20230303 15:29:12","15:29:12",5,"pas_smi22_t3_ch4","gibson",1677878949.3,0.00455013595559319,4.55013595559319,-3.07615877565427,420.128501460957,433.609823729559,38.6685529051306,37.4663125617483,0.136849296860703,3.83473636093475,0.134192944781151,0.0841049585496771,0,34.7584989794895,34.31344,5.43713905468945,43.4763252108088,2.54872605542101,5.86233091932839,2.88841299926844,-200.66099564166,281.081401776695,17.1172296077754,97.5376357428107,-3.07615877565427,4.55013595559319,-2.23783565272664,431.108043869172,432.347466666667,-0.0508458731893436,67.4057187773093,4.53581261272458,26.6544703445835,28.5756460606061,-0.000171038344843206,111.245031339109,0,0,1,0,45872,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878949.3,420.1285,419.6211,28.58014,26.65423,419.5453,28.30928,500.3246,89.0783,0.0999215,35.67304,34.31344,999.9,0,0,10006.453,0,0.222567,0.5073976,432.489,431.112,1.925901,419.6211,26.65423,2.545868,2.374315,21.32276,20.18962,0,0,0,0,-1.53,0,-10.88,-2.94,37.625,42.562,40.1746,41.437,39.0124,0,0,0,1677878954.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.404539585365854,0.25435112195122,0.154723622630487,0,1.90137097560976,0.203272891986061,0.0206449584945891,0,0,2,"0/2",2.84921,2.71022,0.089675,0.0896376,0.114166,0.108308,25888.7,22258.6,25453.3,23816.1,38508.8,35142.7,46055.8,42476.8,1.75627,1.85123,0.242025,0,30.4679,999.9,53.467,30.857,26.8559,54.168,43.0609,1,0.106034,-6.66667,20.1293,5.23811,11.992,4.95755,3.30398,9999,9999,9999,999.9,1.86844,1.86411,1.87173,1.86251,1.86194,1.86843,1.85851,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2708,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653.5,40653.5,1.05957,2.40356,1.44775,2.30591,1.44409,2.26074,36.6469,24.1138,18,419.271,462.974,44.3444,28.7338,30.0005,28.4714,28.46,21.2483,0,100,159.4,419.656,27.9086,97.4444,99.8721,NA,4
20,1677878957.1,324,"20230303 15:29:17","15:29:17",5,"pas_smi22_t3_ch4","gibson",1677878954.6,0.00458500646490611,4.58500646490611,-2.68282499931984,419.942779061841,428.779133946168,38.2381234050042,37.45010551475,0.1357184402524,3.83029544427803,0.133102389949832,0.0834198354349397,0,34.8946405590532,34.4661666666667,5.48352441075309,43.1528539278014,2.54991888143835,5.90903879892764,2.93360552931473,-202.198785102359,278.970819948725,17.0329937650787,93.8050286114444,-2.68282499931984,4.58500646490611,-2.79891398722262,431.086346504975,432.336266666667,0.000639509625689229,67.4057187773093,4.73091818391588,26.652444703908,28.6045757575757,0.00651254663430871,111.245031339109,0,0,1,0,45591,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677878954.6,419.942777777778,419.612777777778,28.5932444444444,26.6526333333333,419.359666666667,28.3224333333333,500.332888888889,89.0789777777778,0.1000899,35.8171222222222,34.4661666666667,999.9,0,0,9990.40888888889,0,0.222567,0.330057666666667,432.303777777778,431.102777777778,1.94062444444444,419.612777777778,26.6526333333333,2.54705777777778,2.37418777777778,21.3303777777778,20.1888,0,0,0,0,0.255555555555555,0,-13.9777777777778,-2.6,37.625,42.562,40.1318888888889,41.437,39.062,0,0,0,1677878959.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.396116,-0.0302599651567944,0.142228620536128,1,1.91660195121951,0.156106411149824,0.0161008507909596,0,1,2,"1/2",2.84891,2.71022,0.089677,0.0896404,0.114231,0.108307,25888.2,22258.2,25452.9,23815.8,38506.1,35142.4,46056,42476.4,1.757,1.85075,0.244193,0,30.5734,999.9,53.443,30.867,26.8611,54.748,44.0705,1,0.106446,-6.66667,20.1294,5.2384,11.992,4.9576,3.304,9999,9999,9999,999.9,1.86843,1.86411,1.87171,1.86249,1.86193,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2709,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,0.270840331269528,0,0,0,1,2148,1,26,40653.6,40653.5,1.05835,2.36328,1.44775,2.30591,1.44409,2.48291,36.6469,24.1313,18,419.711,462.718,44.4668,28.7435,30.0005,28.4762,28.4655,21.2473,0,100,159.789,419.656,27.9086,97.444,99.8711,NA,4
