"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","AccCO2_soda","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
11,1677796926.6,50,"20230302 16:42:06","16:42:06",5,"pas_smi17_t1_ch4","gibson",1677796923.8,0.000312410357719751,0.312410357719751,0.639264321211866,419.78759959584,353.493476603355,31.4145130521404,37.3059869543998,0.0183893827201006,3.52150226266591,0.0183361994026599,0.0114648900342897,0,28.9565319886457,28.67778,3.94739194636896,61.7764122227141,2.48807890277079,4.02755487612465,1.45931304359817,-13.777296775441,65.8878693662401,4.11308814593517,56.2236607367343,0.321743700949565,0.164341669445242,0.639264321211866,432.07956303796,431.815721212121,-0.0263767209721138,67.2407904818122,0.312410357719751,27.9242010322733,28.0045290909091,0.0130930139352803,107.429971021725,12,2,1,0,46748,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677796923.8,419.7876,420.0188,27.99724,27.90272,420.3128,27.67944,500.2455,88.76872,0.10000073,29.02483,28.67778,999.9,0,0,10015.125,0,0.278209,-0.2313964,431.8788,432.0748,0.094535049,420.0188,27.90272,2.485278,2.476887,20.93041,20.87538,0,0,0,0,0.59,0,-16.07,-3.46,37.25,41.8624,39.625,41,38.562,0,0,0,1677796927,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.11974103525,-0.731319279061914,0.0751994111657014,0,-0.29280627775,2.44473913204503,0.237792030573039,0,0,2,"0/2",2.84061,2.71043,0.0893299,0.0892309,0.111822,0.110881,26038.6,22226.7,25595.8,23775.6,38845.2,34982.7,46331.3,42407.2,1.73725,1.82085,-0.0753403,0,29.8358,999.9,55.897,32.196,30.4016,56.2795,44.0705,1,0.175668,7.54941,20.0923,5.23915,11.9933,4.95735,3.30395,9999,9999,9999,999.9,1.86874,1.86445,1.87196,1.86295,1.86233,1.86874,1.85889,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3179,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39286.4,39286.4,1.05591,2.37671,1.44775,2.30591,1.44409,2.51221,39.8177,23.7723,18,413.738,450.127,21.7924,29.7458,29.9996,29.2308,29.2424,21.1908,21.1716,100,21.6463,420.012,27.6929,98.0138,99.7062,NA,4
12,1677796931.6,55,"20230302 16:42:11","16:42:11",5,"pas_smi17_t1_ch4","gibson",1677796929.1,6.39514933305484e-05,0.0639514933305484,0.481035006098929,419.672333029393,209.323384214345,18.6019078211546,37.2949543282162,0.00381389585860182,3.52388880506434,0.00381160414132799,0.00238245837038956,0,28.8533045619918,28.5632777777778,3.92125086381411,62.239400933271,2.48396741979751,3.99098863830752,1.4372834440166,-2.82026085587718,57.7538875506229,3.59800904300762,58.5316357377534,0.428367711674865,0.377658554571644,0.481035006098929,431.98722963303,431.712612121212,-0.00381161215051002,67.2407904818122,0.0639514933305484,27.7439367898882,27.8923884848485,-0.0147102252293416,107.429971021725,12,2,1,0,46730,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677796929.1,419.672333333333,420.019555555556,27.9515666666667,27.7343666666667,420.197777777778,27.6359333333333,500.286888888889,88.7668333333333,0.100007277777778,28.8672777777778,28.5632777777778,999.9,0,0,10025.0111111111,0,0.278209,-0.347300222222222,431.740111111111,432.000888888889,0.217211,420.019555555556,27.7343666666667,2.48117111111111,2.46189444444444,20.9035222222222,20.7767333333333,0,0,0,0,1.95555555555556,0,-17.9111111111111,-3.32222222222222,37.25,41.861,39.625,41,38.5551111111111,0,0,0,1677796931.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.1882911375,-0.972206547467167,0.0965076881531329,0,-0.09413342775,2.526159629606,0.246506580231127,0,0,2,"0/2",2.84085,2.71036,0.0893168,0.0892389,0.111476,0.110649,26037.9,22226.4,25594.8,23775.5,38859.1,34991.6,46329.5,42407,1.73697,1.82017,-0.0749975,0,29.7201,999.9,55.897,32.216,30.4364,56.0195,43.6739,1,0.180907,8.13796,20.0671,5.2387,11.993,4.95735,3.30395,9999,9999,9999,999.9,1.86874,1.86446,1.87198,1.86294,1.86233,1.86874,1.85886,1.8652,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3119,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39286.5,39286.4,1.05591,2.37793,1.44775,2.30591,1.44409,2.45483,39.8428,23.7723,18,413.625,449.754,21.6321,29.7554,30.0028,29.2371,29.2483,21.1891,22.2125,100,21.512,420.012,27.2761,98.01,99.7058,NA,4
13,1677797072.6,196,"20230302 16:44:32","16:44:32",5,"pas_smi17_t1_ch4","gibson",1677797069.6,0.000304783767682148,0.304783767682148,0.510012753176215,419.696817856343,349.975265984874,31.1057652655791,37.3026095493107,0.0144237106862496,3.51976253852065,0.014390953864883,0.00899728297971751,0,30.8284479414152,30.8338181818182,4.46880771746758,59.3594619606335,2.66194480711536,4.48444901485247,1.80686291035222,-13.4409641547827,11.6166053394119,0.740144755200884,-1.08421406016994,0.741052971709908,-0.468408952979254,0.510012753176215,433.110698173873,432.704242424243,0.0202010313823367,67.2407904818122,0.304783767682148,30.2173506730961,30.046056969697,0.0459082177695185,107.429971021725,11,2,1,0,46351,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797069.6,419.696818181818,420.018909090909,29.9499090909091,30.2187090909091,420.222272727273,29.5396909090909,500.359090909091,88.7798363636364,0.1000597,30.8950363636364,30.8338181818182,999.9,0,0,10006.8227272727,0,0.278209,-0.321982636363636,432.654818181818,433.106727272727,-0.268795,420.018909090909,30.2187090909091,2.65894727272727,2.68281090909091,22.0335545454545,22.1801909090909,0,0,0,0,1.74545454545455,0,-18.1363636363636,-2.89090909090909,36.9713636363636,41.812,39.5,40.8007272727273,38.125,0,0,0,1677797072.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.42098235,0.381124908067542,0.083242898113758,0,-0.621439975,2.94638547467167,0.284609151573038,0,0,2,"0/2",2.84036,2.71015,0.0893213,0.0892371,0.11726,0.117438,26020.6,22217.2,25577.8,23765.6,38581.4,34711.9,46302.9,42391.7,1.73795,1.82152,0.142485,0,28.643,999.9,55.75,32.307,30.5099,54.0995,43.4936,1,0.183079,-6.66667,20.1213,5.23496,11.992,4.95585,3.30398,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86233,1.86874,1.85884,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4155,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39288.8,39288.8,1.05835,2.40234,1.44897,2.30591,1.44409,2.28882,39.9689,23.8336,18,415.108,451.658,40.1949,29.8093,30,29.378,29.386,21.2178,0,100,96.8107,420.012,31.7189,97.9507,99.6677,NA,4
14,1677797077.6,201,"20230302 16:44:37","16:44:37",5,"pas_smi17_t1_ch4","gibson",1677797075.1,0.000307182713341914,0.307182713341913,0.659166401148966,419.692777357812,332.184630095554,29.5246578447825,37.302405134914,0.0141908165801102,3.52257878674088,0.0141591330763058,0.00885229885953804,0,31.0605137939213,31.0667666666667,4.52858105295255,58.9420345017655,2.67850059412199,4.544296132231,1.85008045883056,-13.5467576583784,11.5464834670878,0.736779198729581,-1.26349499256099,0.672717907249819,-0.185170591960631,0.659166401148966,433.154740295227,432.746636363636,0.00126886421300577,67.2407904818122,0.307182713341913,30.2399269679522,30.1924018181818,0.029696089765369,107.429971021725,10,2,1,0,46375,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797075.1,419.692777777778,420.044777777778,30.1360555555556,30.2423,420.218222222222,29.7168777777778,500.343555555556,88.7803777777778,0.0998869,31.1275666666667,31.0667666666667,999.9,0,0,10018.1722222222,0,0.269399333333333,-0.35201,432.733666666667,433.144222222222,-0.106245244444444,420.044777777778,30.2423,2.67548888888889,2.68492333333333,22.1353333333333,22.1931111111111,0,0,0,0,0.722222222222222,0,-17.8111111111111,-3.22222222222222,36.951,41.812,39.5,40.7844444444444,38.111,0,0,0,1677797077.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.4107063,0.657374296435273,0.0875087180868855,0,-0.445689105,2.72091718874297,0.264469785449071,0,0,2,"0/2",2.83986,2.71035,0.0893235,0.0892385,0.117634,0.11748,26020.8,22216.8,25578,23765.1,38565.3,34709.8,46303.4,42391.1,1.73813,1.82157,0.150509,0,28.7188,999.9,55.75,32.297,30.4939,54.0495,44.7516,1,0.182957,-6.66667,20.1215,5.23496,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85885,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4224,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39288.9,39288.9,1.05713,2.3645,1.44775,2.30591,1.44409,2.51831,39.9689,23.8423,18,415.212,451.701,40.46,29.8054,29.9999,29.3787,29.3875,21.217,0,100,99.6604,420.012,31.7189,97.9517,99.6663,NA,4
15,1677797082.6,206,"20230302 16:44:42","16:44:42",5,"pas_smi17_t1_ch4","gibson",1677797079.8,0.000348230483960849,0.34823048396085,0.976023874733461,419.645599372744,307.407587531941,27.3221346529877,37.2977572370576,0.0157517193778538,3.51716170429687,0.0157126329654779,0.00982389921400192,0,31.2461358311931,31.25622,4.57770604358257,58.5088256952583,2.68844324578277,4.59493625762625,1.88926279779981,-15.3569643426735,12.5204251555885,0.801673852195556,-2.03486533488945,0.606202928981862,-0.0120976999387781,0.976023874733461,433.083097572217,432.625703030303,-0.029279522417169,67.2407904818122,0.34823048396085,30.2537169755856,30.2915836363636,0.0215001015322819,107.429971021725,10,2,1,0,46075,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797079.8,419.6456,420.0012,30.24829,30.25523,420.1712,29.82376,500.375,88.77912,0.10006113,31.32225,31.25622,999.9,0,0,9996.37,0,0.2750097,-0.355484,432.7353,433.1049,-0.0069196665,420.0012,30.25523,2.685417,2.686032,22.19615,22.19992,0,0,0,0,1.77,0,-18.42,-3,36.937,41.812,39.5,40.7934,38.1124,0,0,0,1677797083,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.37306055,0.564813568480299,0.0793716930718849,0,-0.246904206625,2.01198830347092,0.196782968867641,0,0,2,"0/2",2.8404,2.71013,0.0892818,0.0892365,0.117875,0.117512,26021.1,22216.7,25577.2,23765,38554.5,34708.2,46303.3,42390.7,1.73808,1.82175,0.158288,0,28.7962,999.9,55.75,32.297,30.4925,53.7295,43.5096,1,0.182929,-6.66667,20.122,5.23496,11.9921,4.9558,3.30398,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85887,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.427,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39289,39289,1.05835,2.40234,1.44897,2.30591,1.44409,2.31812,39.9689,23.8336,18,415.201,451.81,40.7086,29.8015,29.9999,29.3812,29.3875,21.2166,0,100,102.364,420.012,31.7189,97.9503,99.6654,NA,4
16,1677797087.6,211,"20230302 16:44:47","16:44:47",5,"pas_smi17_t1_ch4","gibson",1677797085.1,0.000367037515386261,0.367037515386261,0.123395210892231,419.562444365539,392.582102776144,34.8917821335178,37.2897319992096,0.0161917179287156,3.51235992879343,0.0161503641763761,0.0100976842101215,0,31.4573489892454,31.4677666666667,4.63310764828788,57.9708381591214,2.69653761058847,4.65154152711553,1.93657003769941,-16.1863544285341,13.2361485588311,0.850447184039556,-2.0997586856634,0.720687449570063,0.12201980237707,0.123395210892231,433.145721919144,432.812563636363,0.0547496546782056,67.2407904818122,0.367037515386261,30.2677590742465,30.3719836363636,0.0141296939008251,107.429971021725,10,2,1,0,46396,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797085.1,419.562444444445,420.019111111111,30.3398777777778,30.2698777777778,420.087666666667,29.9109333333333,500.315,88.7777888888889,0.0998799777777778,31.5376666666667,31.4677666666667,999.9,0,0,9977.08333333333,0,0.278209,-0.456648,432.690333333333,433.129777777778,0.0699778555555556,420.019111111111,30.2698777777778,2.69350666666667,2.68729222222222,22.2455666666667,22.2076222222222,0,0,0,0,2.78888888888889,0,-18.5666666666667,-2.68888888888889,36.937,41.812,39.5,40.75,38.125,0,0,0,1677797087.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.374871,-0.560476908067542,0.0867240534477027,0,-0.101340336625,1.3982437184803,0.136671949589737,0,0,2,"0/2",2.83977,2.71009,0.0893242,0.0892289,0.118096,0.117551,26020,22217.2,25577.3,23765.3,38544,34706.9,46302.4,42391,1.73813,1.82162,0.165373,0,28.8735,999.9,55.75,32.297,30.4931,54.1595,44.8037,1,0.18282,-6.66667,20.1226,5.23466,11.992,4.9557,3.304,9999,9999,9999,999.9,1.86875,1.86447,1.87197,1.86294,1.86234,1.86873,1.8589,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4309,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39289.1,39289,1.05713,2.36694,1.44775,2.30469,1.44409,2.54028,39.9689,23.8511,18,415.232,451.752,40.9445,29.7977,29.9998,29.3818,29.39,21.2179,0,100,104.926,420.012,31.7189,97.9492,99.6663,NA,4
17,1677797092.6,216,"20230302 16:44:52","16:44:52",5,"pas_smi17_t1_ch4","gibson",1677797089.8,0.000437288525020498,0.437288525020498,0.735029899886817,419.559699528158,342.954985761295,30.4823547810032,37.2910969188533,0.0188823589743874,3.52212008610114,0.0188263004933082,0.0117714604828306,0,31.6315794369537,31.65118,4.68161310235958,57.4860498744461,2.70287674568601,4.70179591672989,1.97873635667357,-19.284423953404,14.3989445227493,0.924290408734003,-3.96118902192068,0.645959563698013,0.223371401481304,0.735029899886817,433.091437763561,432.698509090909,-0.0117906568907263,67.2407904818122,0.437288525020498,30.2808136121765,30.4356206060606,0.0127678940310577,107.429971021725,10,2,1,0,46036,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797089.8,419.5597,419.9973,30.40989,30.28176,420.0852,29.97757,500.3301,88.78156,0.09994354,31.72701,31.65118,999.9,0,0,10016.18,0,0.278209,-0.4376768,432.7186,433.1129,0.12811598,419.9973,30.28176,2.699836,2.68846,22.28411,22.21476,0,0,0,0,-0.52,0,-16.14,-2.83,36.937,41.812,39.5,40.7748,38.125,0,0,0,1677797092.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.3912238,-0.37501305816135,0.0879337816001905,0,0.002181493375,1.02117571210131,0.0994545357461521,0,0,2,"0/2",2.8406,2.71033,0.0893009,0.0892528,0.118254,0.117582,26020.5,22216.9,25577.1,23765.6,38537.2,34706.2,46302.6,42391.5,1.73818,1.82175,0.172265,0,28.9532,999.9,55.726,32.297,30.4804,54.7695,43.4014,1,0.182317,-6.66667,20.1229,5.23496,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85887,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4338,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39289.2,39289.1,1.05835,2.39746,1.44897,2.30469,1.44409,2.31812,39.9689,23.8423,18,415.274,451.829,41.1666,29.7938,29.9999,29.3838,29.39,21.2132,0,100,107.351,420.012,31.7189,97.9493,99.6676,NA,4
18,1677797097.6,221,"20230302 16:44:57","16:44:57",5,"pas_smi17_t1_ch4","gibson",1677797095.1,0.00033605638350726,0.33605638350726,0.216100706841932,419.603444306679,379.898527226329,33.765726858189,37.2947360250591,0.0141487259185457,3.52418317008583,0.0141172441645921,0.00882610022111142,0,31.8725670078185,31.8480555555556,4.73417023967072,56.8632212738345,2.70695601145513,4.7604689829641,2.02721422821559,-14.8200865126702,18.5815856278221,1.19452372746506,4.95602284261701,0.67993635903218,0.287569639586532,0.216100706841932,433.22612862208,432.904381818182,0.0403693918417832,67.2407904818122,0.33605638350726,30.2904016918676,30.4733193939394,0.00131025265590022,107.429971021725,10,2,1,0,46317,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797095.1,419.603444444444,420.077111111111,30.4559888888889,30.2910333333333,420.129,30.0214555555556,500.305555555556,88.7811,0.0998101333333333,31.9458555555556,31.8480555555556,999.9,0,0,10024.5933333333,0,0.278209,-0.473656444444444,432.784555555556,433.199111111111,0.164955888888889,420.077111111111,30.2910333333333,2.70391666666667,2.68927333333333,22.3089444444444,22.2197,0,0,0,0,3.86666666666667,0,-20.2666666666667,-3.5,36.937,41.812,39.5,40.75,38.125,0,0,0,1677797098,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.4357955,-0.509219054409005,0.0997463766620121,0,0.076391673375,0.730191412288931,0.0712277891822541,0,0,2,"0/2",2.83983,2.71067,0.0893167,0.0892384,0.118351,0.117595,26020.5,22217.3,25577.5,23765.5,38532.3,34705.5,46301.9,42391.4,1.73827,1.82225,0.178531,0,29.0351,999.9,55.726,32.307,30.4987,54.5395,44.7596,1,0.18233,-6.66667,20.1231,5.23421,11.992,4.9558,3.30395,9999,9999,9999,999.9,1.86876,1.86447,1.87197,1.86295,1.86234,1.86874,1.85886,1.86522,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4357,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39289.2,39289.2,1.05713,2.37915,1.44775,2.30591,1.44409,2.54028,39.9942,23.8423,18,415.341,452.153,41.3791,29.7906,29.9999,29.3855,29.3917,21.2155,0,100,109.641,420.012,31.7189,97.9489,99.6673,NA,4
19,1677797102.6,226,"20230302 16:45:02","16:45:02",5,"pas_smi17_t1_ch4","gibson",1677797099.8,0.000532671380476891,0.532671380476891,0.509376385528382,419.671899675778,367.17245966966,32.6348166757454,37.3010424643582,0.021975761475212,3.52620429216289,0.0218999583223705,0.013694262662632,0,32.01815841679,32.02607,4.78213375767253,56.352807282854,2.71140829822669,4.81148753533646,2.07072545944583,-23.4908078790309,20.5655292369459,1.32368771543673,-1.60159092664825,0.410870959489651,0.36191345308134,0.509376385528382,433.145646440534,432.837806060606,-0.000616461574479076,67.2407904818122,0.532671380476891,30.2973457110173,30.5255393939394,0.0102918616535089,107.429971021725,10,2,1,0,46352,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797099.8,419.6719,420.0048,30.5059,30.29834,420.1971,30.06896,500.3777,88.78143,0.10000927,32.13425,32.02607,999.9,0,0,10032.75,0,0.278209,-0.3330018,432.8771,433.1277,0.2075595,420.0048,30.29834,2.708356,2.689929,22.33591,22.22372,0,0,0,0,1.78,0,-17,-3.16,36.937,41.812,39.4811,40.75,38.125,0,0,0,1677797102.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.440032125,0.393391711069418,0.0974338148142593,0,0.131963425,0.573152051031895,0.055781596192547,0,0,2,"0/2",2.84056,2.71053,0.089302,0.0892243,0.118485,0.117624,26020.7,22217.6,25577.3,23765.5,38527.4,34704.1,46303.1,42391.1,1.73837,1.82218,0.185803,0,29.121,999.9,55.726,32.307,30.4961,54.2495,43.5777,1,0.182076,-6.66667,20.1235,5.23466,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.85885,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4381,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39289.3,39289.3,1.05835,2.39136,1.44775,2.30591,1.44409,2.39502,39.9942,23.8423,18,415.402,452.114,41.58,29.7867,29.9999,29.3862,29.3925,21.2172,0,100,111.803,420.012,31.7189,97.9502,99.6667,NA,4
20,1677797107.6,231,"20230302 16:45:07","16:45:07",5,"pas_smi17_t1_ch4","gibson",1677797105.1,0.000558932610834322,0.558932610834322,-0.460112075964848,419.698889185124,435.487790264693,38.707179017621,37.303824355928,0.0224753815435845,3.51565398155137,0.02239586213073,0.0140045347743152,0,32.2209790557783,32.2359,4.83921225241996,55.770511091566,2.71524721621991,4.86860737525235,2.12396503620005,-24.6489281377936,20.3224644047235,1.31467110800934,-3.01179262506075,0.379649128382338,0.421457146778343,-0.460112075964848,433.163323765182,433.072242424242,0.0791449620756926,67.2407904818122,0.558932610834322,30.3059297909673,30.5587527272727,0.009022647517655,107.429971021725,10,2,1,0,46021,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797105.1,419.698888888889,420.028111111111,30.5487777777778,30.3070777777778,420.224111111111,30.1097888888889,500.373666666667,88.7821222222222,0.100229666666667,32.3431222222222,32.2359,999.9,0,0,9989.92777777778,0,0.278209,-0.329515222222222,432.924,433.156111111111,0.241697333333333,420.028111111111,30.3070777777778,2.71218555555556,2.69072888888889,22.3591333333333,22.2286,0,0,0,0,4.38888888888889,0,-20.1222222222222,-3.16666666666667,36.937,41.8051111111111,39.451,40.75,38.125,0,0,0,1677797107.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.4035461,0.316079234521577,0.0916622447785346,0,0.177455155,0.470415217260788,0.045491288952952,0,0,2,"0/2",2.8401,2.71013,0.089341,0.0892308,0.118558,0.117642,26020.5,22217,25578.2,23765,38523.3,34703,46302.1,42390.5,1.73843,1.8222,0.19142,0,29.2088,999.9,55.726,32.327,30.5285,54.4395,44.4431,1,0.181733,-6.66667,20.1238,5.23466,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85883,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4395,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39289.4,39289.4,1.05713,2.39746,1.44775,2.30591,1.44409,2.33032,39.9942,23.8423,18,415.446,452.129,41.7742,29.7835,29.9999,29.3887,29.3925,21.2165,0,100,113.826,420.012,31.7189,97.9501,99.6651,NA,4
