SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
33,15:35:09,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi10_t1_ch3,,,0.146744,2.922233,0.139728,3.442026,1.819074,1.733297,3.970934,2.15186,19.205721,20.156168,43.999756,0.441786,PSF-00438_20230309153509,0,0,0,106.380699,324.403625,0.672073,0.5,0.8,188.798157,47.22,44.99,28.26,28.78,90.25,156.8,145.9,6.9,702,3.92,15:31:17,3/9/23,-0.02,0,-0.002,-9999,4.36,-2.703,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,308.767334,25,-10.525566,310.59729,309.357422,1.239868,2.460105,2.477252,1.656049,0.910843,0.239581,0.006354,0.516332,0.739066,106.380699,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309153509,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
34,15:35:43,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut10-t1_ch3,,,0.070264,2.921535,0.068614,1.97912,1.772825,1.723455,4.288363,2.515538,19.0982,19.645281,47.520832,0.441786,PSF-00438_20230309153543,0,0,0,109.048965,223.165344,0.511353,0.5,0.8,175.472809,45.71,44.44,28.37,30.11,90.24,156.7,155.2,0.9,858,3.918,15:31:17,3/9/23,-0.02,0,-0.001,-9999,-1.474,3.654,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,212.916977,25,-7.106352,212.491028,213.006882,-0.515854,2.459346,2.475207,1.655318,0.934213,0.238511,0.020861,0.517667,0.879026,109.048965,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309153543,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
35,15:36:40,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra9-t1-ch3,,,0.476078,2.921866,0.409376,7.44547,2.041676,1.856556,3.631379,1.589704,20.572741,22.624075,40.239788,0.441786,PSF-00438_20230309153640,0,0,0,162.581207,357.212067,0.544861,0.5,0.8,129.562271,52.04,47.33,28.57,27.25,90.24,156.7,152.7,2.6,594,3.917,15:31:17,3/9/23,-0.02,-0.003,-0.005,0.003,-1.113,-2.454,-5.605,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,342.229858,25,-10.38887,340.487823,342.361267,-1.873444,2.463147,2.483609,1.655664,0.927784,0.236646,-0.015222,0.51987,0.642071,162.581207,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309153640,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
36,15:38:43,3/9/23,Auto gsw+F,LI-COR Default,,36,,,0.064622,2.922636,0.063224,1.854839,1.911649,1.865489,4.46578,2.554131,20.670404,21.181881,49.482735,0.441786,PSF-00438_20230309153843,0,0,0,149.632568,312.44693,0.521094,0.5,0.8,112.685486,47.33,46.19,29.07,30.82,90.25,156.8,153.9,1.9,541,3.914,15:31:17,3/9/23,-0.02,0.001,-0.002,-9999,0.873,4.315,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,293.657532,25,-13.423514,288.172974,293.258118,-5.085144,2.461525,2.477218,1.656471,0.930876,0.231995,0.021062,0.52464,0.593625,149.632568,0.000242,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309153843,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
37,15:41:22,3/9/23,Auto gsw+F,LI-COR Default,,poa-pra12_t2_ch3,,,0.088356,2.921514,0.085762,2.326033,1.699954,1.641872,4.069632,2.369678,18.191227,18.834747,45.089756,0.441786,PSF-00438_20230309154122,0,0,0,117.743256,395.950073,0.702631,0.5,0.8,94.694336,40.88,39.48,29.58,29.2,90.26,156.7,147.6,5.8,337,3.911,15:31:17,3/9/23,-0.02,-0.002,-0.001,-9999,-0.12,-0.122,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,381.058929,25,-11.394951,378.644226,379.661102,-1.016876,2.452397,2.468382,1.655296,0.915058,0.227398,-0.004255,0.530782,0.41039,117.743256,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154122,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
38,15:42:53,3/9/23,Auto gsw+F,LI-COR Default,,bou_cur12_t2_ch3,,,0.057468,2.92215,0.05636,1.89896,1.59998,1.552531,4.537747,2.937768,17.200699,17.726393,50.274315,0.441786,PSF-00438_20230309154253,0,0,0,156.308411,246.051956,0.364734,0.5,0.8,76.821495,37.93,36.8,29.83,31.1,90.26,156.8,154.8,1.3,527,3.909,15:42:45,3/9/23,0.07,0.001,-0.002,-9999,-1.383,-1.191,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,233.353973,25,-9.472098,228.60611,232.511673,-3.905563,2.448682,2.464155,1.655962,0.933105,0.225174,0.015428,0.534101,0.580976,156.308411,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154253,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
39,15:44:00,3/9/23,Auto gsw+F,LI-COR Default,,39,,,0.031343,2.922039,0.03101,0.954051,1.606798,1.582958,4.292971,2.686173,17.537565,17.801682,47.561741,0.441786,PSF-00438_20230309154400,0,0,0,206.794739,357.700806,0.421878,0.5,0.8,84.889999,37.74,37.18,29.99,30.13,90.26,156.7,149.7,4.5,503,3.909,15:42:45,3/9/23,0.07,0,0,-9999,0.982,1.209,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,343.9021,25,-9.668941,340.378052,343.87915,-3.501099,2.449176,2.46387,1.655845,0.920234,0.22377,0.001901,0.536893,0.559827,206.794739,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154400,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
40,15:44:46,3/9/23,Auto gsw+F,LI-COR Default,,ely_can12_t2_ch3,,,0.015119,2.923519,0.015042,0.482981,1.481718,1.469647,4.287221,2.805503,16.282965,16.416702,47.500278,0.441786,PSF-00438_20230309154446,0,0,0,127.223251,310.249908,0.589933,0.5,0.8,109.990868,34.64,34.36,30.07,30.11,90.26,156.9,142.3,9.3,466,3.908,15:42:45,3/9/23,0.07,-0.001,0,0.004,-2.824,-4.152,4.994,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,285.592316,25,-18.278944,277.289276,284.1203,-6.831024,2.44526,2.459535,1.657399,0.901699,0.223056,0.000654,0.538631,0.526604,127.223251,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154446,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
41,15:45:40,3/9/23,Auto gsw+F,LI-COR Default,,ely_can11_t2_ch3,,,0.014717,2.921496,0.014643,0.459235,1.518701,1.50721,4.258853,2.740152,16.698532,16.825846,47.184277,0.441786,PSF-00438_20230309154540,0,0,0,136.216156,360.684113,0.622339,0.5,0.8,160.425476,35.34,35.07,30.15,29.99,90.26,156.7,156.2,0.3,644,3.906,15:42:45,3/9/23,0.07,0,-0.002,-9999,2.389,-0.942,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,343.286285,25,-11.896169,341.774231,343.67865,-1.904419,2.446237,2.460499,1.655278,0.936795,0.22234,-0.001698,0.540675,0.687024,136.216156,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154540,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
42,15:46:15,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut12_t2_ch3,,,0.052521,2.921954,0.051594,1.794849,1.611243,1.566395,4.642359,3.031116,17.354736,17.851624,51.434601,0.441786,PSF-00438_20230309154615,0,0,0,106.562378,228.040573,0.532704,0.5,0.8,195.452377,37.36,36.32,30.21,31.5,90.26,156.7,154.1,1.7,917,3.906,15:42:45,3/9/23,0.07,0,-0.001,0.001,0.659,4.753,-4.241,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,215.379242,25,-8.69749,213.949081,215.60759,-1.658508,2.447946,2.463294,1.655757,0.931412,0.221787,0.015666,0.542083,0.932443,106.562378,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154615,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
43,15:48:08,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco10-t1_ch3,,,0.082919,2.922404,0.080631,2.51379,1.68582,1.623083,4.404757,2.718937,17.983009,18.678095,48.802654,0.441786,PSF-00438_20230309154808,0,0,0,130.857819,308.781708,0.576213,0.5,0.8,90.850929,38.42,36.99,30.51,30.58,90.26,156.8,155,1.1,394,3.903,15:42:45,3/9/23,0.07,0,0,-9999,-2.789,-3.11,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,289.72937,25,-13.361546,285.147797,289.681488,-4.533691,2.44881,2.464697,1.656229,0.933725,0.219168,0.000951,0.54649,0.461886,130.857819,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154808,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
44,15:48:58,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi11_t2-ch3,,,0.252054,2.921726,0.232037,5.552368,1.758514,1.61998,3.8512,2.092686,17.948025,19.482868,42.668091,0.441786,PSF-00438_20230309154858,0,0,0,109.415176,358.047455,0.694412,0.5,0.8,205.038254,39.73,36.6,30.66,28.25,90.26,156.7,151,3.6,738,3.902,15:42:45,3/9/23,0.07,0,-0.001,-9999,0.48,0.44,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,336.77243,25,-14.51708,340.799316,337.29541,3.503906,2.448252,2.466471,1.655518,0.923667,0.217878,-0.028357,0.548222,0.771338,109.415176,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154858,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
45,15:49:56,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut11_t2_ch3,,,0.059803,2.923979,0.058605,2.300777,1.631112,1.573727,5.043592,3.41248,17.435726,18.07151,55.879257,0.441786,PSF-00438_20230309154956,0,0,0,110.764503,237.293884,0.533218,0.5,0.8,168.296356,36.52,35.24,30.82,32.97,90.26,157,154.1,1.8,789,3.901,15:42:45,3/9/23,0.07,-0.001,-0.001,-9999,0.996,-4.004,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,222.736359,25,-10.217546,220.083481,222.687988,-2.604507,2.446342,2.462017,1.657882,0.931426,0.216528,0.026235,0.550282,0.817114,110.764503,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309154956,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
